Trinity_ID	178	359	463	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry.name	Status	Protein.names	Geme.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN6978_c0_g1_i6	20	8	0	2	sp	P43508	CPR4_CAEEL	34.3	289	149	11	140	943	67	335	7.4e-37	158.3	CPR4_CAEEL	reviewed	Cathepsin B-like cysteine proteinase 4 (EC 3.4.22.-) (Cysteine protease-related 4)	cpr-4 F44C4.3	Caenorhabditis elegans	335	cellular response to gamma radiation [GO:0071480]; cellular response to UV [GO:0034644]; proteolysis involved in cellular protein catabolic process [GO:0051603]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosome [GO:0005764]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosome [GO:0005764]; cysteine-type endopeptidase activity [GO:0004197]; cellular response to gamma radiation [GO:0071480]; cellular response to UV [GO:0034644]; proteolysis involved in cellular protein catabolic process [GO:0051603]	cysteine-type endopeptidase activity [GO:0004197]	GO:0004197; GO:0005576; GO:0005615; GO:0005764; GO:0034644; GO:0051603; GO:0071480
TRINITY_DN4194_c4_g1_i5	19	0	8	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN101360_c1_g1_i1	2	6	0	1	sp	Q4HXF6	PPID_GIBZE	57	172	68	4	167	682	14	179	4.8e-49	196.4	PPID_GIBZE	reviewed	Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (Rotamase D)	CPR6 FGRRES_10352 FGSG_10352	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum)	372	protein folding [GO:0006457]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	GO:0003755; GO:0005737; GO:0006457
TRINITY_DN7748_c0_g1_i17	0	1	0	1	sp	O74965	EIF2A_SCHPO	27.7	537	308	24	171	1718	20	497	5.8e-33	144.4	EIF2A_SCHPO	reviewed	Eukaryotic translation initiation factor 2A (eIF-2A)	SPBC4B4.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	576	cytoplasmic translational initiation [GO:0002183]	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; ribosome binding [GO:0043022]; translation initiation factor activity [GO:0003743]; tRNA binding [GO:0000049]; cytoplasmic translational initiation [GO:0002183]	ribosome binding [GO:0043022]; translation initiation factor activity [GO:0003743]; tRNA binding [GO:0000049]	GO:0000049; GO:0002183; GO:0003743; GO:0005829; GO:0022627; GO:0043022
TRINITY_DN1961_c0_g1_i22	22	2	0	2	sp	P0CS09	TRM61_CRYNB	47.2	235	119	3	68	766	14	245	5.6e-55	216.5	TRM61_CRYNB	reviewed	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61 (EC 2.1.1.220) (tRNA(m1A58)-methyltransferase subunit TRM61) (tRNA(m1A58)MTase subunit TRM61)	TRM61 CNBL1390	Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) (Filobasidiella neoformans)	433		nucleus [GO:0005634]; tRNA (m1A) methyltransferase complex [GO:0031515]	nucleus [GO:0005634]; tRNA (m1A) methyltransferase complex [GO:0031515]; tRNA (adenine-N1-)-methyltransferase activity [GO:0016429]	tRNA (adenine-N1-)-methyltransferase activity [GO:0016429]	GO:0005634; GO:0016429; GO:0031515
TRINITY_DN33929_c2_g2_i2	9	54	18	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN21676_c0_g1_i10	0	1	0	1	sp	Q9FFN7	DGK2_ARATH	38.3	392	203	10	1083	2207	342	711	5.5e-60	234.6	DGK2_ARATH	reviewed	Diacylglycerol kinase 2 (AtDGK2) (DAG kinase 2) (EC 2.7.1.107) (Diglyceride kinase 2) (DGK 2)	DGK2 At5g63770 MBK5.25	Arabidopsis thaliana (Mouse-ear cress)	712	defense response [GO:0006952]; intracellular signal transduction [GO:0035556]; leaf development [GO:0048366]; protein kinase C-activating G protein-coupled receptor signaling pathway [GO:0007205]; response to cold [GO:0009409]; response to wounding [GO:0009611]; root development [GO:0048364]	integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; diacylglycerol kinase activity [GO:0004143]; metal ion binding [GO:0046872]; NAD+ kinase activity [GO:0003951]; defense response [GO:0006952]; intracellular signal transduction [GO:0035556]; leaf development [GO:0048366]; protein kinase C-activating G protein-coupled receptor signaling pathway [GO:0007205]; response to cold [GO:0009409]; response to wounding [GO:0009611]; root development [GO:0048364]	ATP binding [GO:0005524]; diacylglycerol kinase activity [GO:0004143]; metal ion binding [GO:0046872]; NAD+ kinase activity [GO:0003951]	GO:0003951; GO:0004143; GO:0005524; GO:0006952; GO:0007205; GO:0009409; GO:0009611; GO:0016021; GO:0035556; GO:0046872; GO:0048364; GO:0048366
TRINITY_DN2301_c0_g1_i15	1	1	0	2	sp	Q8BYF6	SC5A8_MOUSE	38.8	551	302	8	117	1727	14	543	2e-96	355.5	SC5A8_MOUSE	reviewed	Sodium-coupled monocarboxylate transporter 1 (Electrogenic sodium monocarboxylate cotransporter) (Solute carrier family 5 member 8)	Slc5a8 Smct Smct1	Mus musculus (Mouse)	611	apoptotic process [GO:0006915]; monocarboxylic acid transport [GO:0015718]; propanoate transport [GO:0015730]; short-chain fatty acid import [GO:0015913]; sodium ion transport [GO:0006814]	apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; integral component of membrane [GO:0016021]	apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; integral component of membrane [GO:0016021]; lactate transmembrane transporter activity [GO:0015129]; monocarboxylate:sodium symporter activity [GO:0140161]; organic acid:sodium symporter activity [GO:0005343]; propionate transmembrane transporter activity [GO:0015552]; short-chain fatty acid transmembrane transporter activity [GO:0015636]; symporter activity [GO:0015293]; apoptotic process [GO:0006915]; monocarboxylic acid transport [GO:0015718]; propanoate transport [GO:0015730]; short-chain fatty acid import [GO:0015913]; sodium ion transport [GO:0006814]	lactate transmembrane transporter activity [GO:0015129]; monocarboxylate:sodium symporter activity [GO:0140161]; organic acid:sodium symporter activity [GO:0005343]; propionate transmembrane transporter activity [GO:0015552]; short-chain fatty acid transmembrane transporter activity [GO:0015636]; symporter activity [GO:0015293]	GO:0005343; GO:0006814; GO:0006915; GO:0015129; GO:0015293; GO:0015552; GO:0015636; GO:0015718; GO:0015730; GO:0015913; GO:0016021; GO:0016324; GO:0031526; GO:0140161
TRINITY_DN3201_c0_g1_i6	1	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8550_c0_g1_i7	7	7	0	2	sp	A2ZB00	RS16_ORYSI	68.4	133	42	0	88	486	17	149	9.7e-50	198.4	RS16_ORYSI	reviewed	40S ribosomal protein S16	RPS16A OsI_033743; RPS16B OsI_036072	Oryza sativa subsp. indica (Rice)	149	translation [GO:0006412]	cytoplasm [GO:0005737]; ribosome [GO:0005840]	cytoplasm [GO:0005737]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005737; GO:0005840; GO:0006412
TRINITY_DN7721_c0_g2_i1	25	0	1	2	sp	Q5I0G4	GARS_RAT	45.2	633	326	8	106	1986	96	713	1e-155	552	GARS_RAT	reviewed	Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1)	Gars1 Gars	Rattus norvegicus (Rat)	728	diadenosine tetraphosphate biosynthetic process [GO:0015966]; glycyl-tRNA aminoacylation [GO:0006426]; mitochondrial glycyl-tRNA aminoacylation [GO:0070150]; tRNA aminoacylation for protein translation [GO:0006418]	axon [GO:0030424]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; secretory granule [GO:0030141]	axon [GO:0030424]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; secretory granule [GO:0030141]; ATP binding [GO:0005524]; bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity [GO:0004081]; glycine-tRNA ligase activity [GO:0004820]; identical protein binding [GO:0042802]; protein dimerization activity [GO:0046983]; transferase activity [GO:0016740]; diadenosine tetraphosphate biosynthetic process [GO:0015966]; glycyl-tRNA aminoacylation [GO:0006426]; mitochondrial glycyl-tRNA aminoacylation [GO:0070150]; tRNA aminoacylation for protein translation [GO:0006418]	ATP binding [GO:0005524]; bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity [GO:0004081]; glycine-tRNA ligase activity [GO:0004820]; identical protein binding [GO:0042802]; protein dimerization activity [GO:0046983]; transferase activity [GO:0016740]	GO:0004081; GO:0004820; GO:0005524; GO:0005737; GO:0005739; GO:0006418; GO:0006426; GO:0015966; GO:0016740; GO:0030141; GO:0030424; GO:0042802; GO:0046983; GO:0070062; GO:0070150
TRINITY_DN17340_c0_g1_i18	17	3	0	2	sp	P16100	IDH_AZOVI	57.7	737	298	5	150	2339	5	734	6.6e-243	842	IDH_AZOVI	reviewed	Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (Oxalosuccinate decarboxylase)	icd	Azotobacter vinelandii	741	glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; isocitrate dehydrogenase (NADP+) activity [GO:0004450]; metal ion binding [GO:0046872]; glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]	isocitrate dehydrogenase (NADP+) activity [GO:0004450]; metal ion binding [GO:0046872]	GO:0004450; GO:0005737; GO:0006097; GO:0006099; GO:0046872
TRINITY_DN12732_c0_g1_i4	36	3	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN173_c0_g1_i4	97	27	0	2	sp	P31007	DLG1_DROME	60.9	778	238	12	155	2323	204	970	2.6e-251	870.9	DLG1_DROME	reviewed	Disks large 1 tumor suppressor protein	dlg1 l(1)dlg1 CG1725	Drosophila melanogaster (Fruit fly)	970	anterior/posterior axis specification, follicular epithelium [GO:0030714]; asymmetric protein localization involved in cell fate determination [GO:0045167]; basal protein localization [GO:0045175]; behavioral response to ethanol [GO:0048149]; cell-cell adhesion [GO:0098609]; cell fate commitment involved in pattern specification [GO:0060581]; cell fate specification [GO:0001708]; chemical synaptic transmission [GO:0007268]; dorsal closure [GO:0007391]; establishment of mitotic spindle orientation [GO:0000132]; establishment of spindle orientation [GO:0051294]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; establishment or maintenance of polarity of follicular epithelium [GO:0016334]; establishment or maintenance of polarity of larval imaginal disc epithelium [GO:0016336]; gravitaxis [GO:0042332]; locomotor rhythm [GO:0045475]; male courtship behavior [GO:0008049]; mating behavior [GO:0007617]; morphogenesis of a polarized epithelium [GO:0001738]; morphogenesis of follicular epithelium [GO:0016333]; morphogenesis of larval imaginal disc epithelium [GO:0016335]; negative regulation of imaginal disc growth [GO:0045571]; nervous system development [GO:0007399]; ovarian follicle cell development [GO:0030707]; pole plasm protein localization [GO:0007318]; positive phototaxis [GO:0046956]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; protein localization [GO:0008104]; receptor clustering [GO:0043113]; receptor localization to synapse [GO:0097120]; regulation of epidermal growth factor receptor signaling pathway [GO:0042058]; septate junction assembly [GO:0019991]; signal transduction [GO:0007165]; synaptic growth at neuromuscular junction [GO:0051124]	apical cortex [GO:0045179]; apicolateral plasma membrane [GO:0016327]; basolateral plasma membrane [GO:0016323]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cytoskeleton [GO:0005856]; lateral plasma membrane [GO:0016328]; leading edge membrane [GO:0031256]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; septate junction [GO:0005918]; smooth septate junction [GO:0005920]; subsynaptic reticulum [GO:0071212]; synapse [GO:0045202]; terminal bouton [GO:0043195]; tricellular tight junction [GO:0061689]; type Ib terminal bouton [GO:0061176]; type I terminal bouton [GO:0061174]	apical cortex [GO:0045179]; apicolateral plasma membrane [GO:0016327]; basolateral plasma membrane [GO:0016323]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cytoskeleton [GO:0005856]; lateral plasma membrane [GO:0016328]; leading edge membrane [GO:0031256]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; septate junction [GO:0005918]; smooth septate junction [GO:0005920]; subsynaptic reticulum [GO:0071212]; synapse [GO:0045202]; terminal bouton [GO:0043195]; tricellular tight junction [GO:0061689]; type I terminal bouton [GO:0061174]; type Ib terminal bouton [GO:0061176]; guanylate kinase activity [GO:0004385]; anterior/posterior axis specification, follicular epithelium [GO:0030714]; asymmetric protein localization involved in cell fate determination [GO:0045167]; basal protein localization [GO:0045175]; behavioral response to ethanol [GO:0048149]; cell fate commitment involved in pattern specification [GO:0060581]; cell fate specification [GO:0001708]; cell-cell adhesion [GO:0098609]; chemical synaptic transmission [GO:0007268]; dorsal closure [GO:0007391]; establishment of mitotic spindle orientation [GO:0000132]; establishment of spindle orientation [GO:0051294]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; establishment or maintenance of polarity of follicular epithelium [GO:0016334]; establishment or maintenance of polarity of larval imaginal disc epithelium [GO:0016336]; gravitaxis [GO:0042332]; locomotor rhythm [GO:0045475]; male courtship behavior [GO:0008049]; mating behavior [GO:0007617]; morphogenesis of a polarized epithelium [GO:0001738]; morphogenesis of follicular epithelium [GO:0016333]; morphogenesis of larval imaginal disc epithelium [GO:0016335]; negative regulation of imaginal disc growth [GO:0045571]; nervous system development [GO:0007399]; ovarian follicle cell development [GO:0030707]; pole plasm protein localization [GO:0007318]; positive phototaxis [GO:0046956]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; protein localization [GO:0008104]; receptor clustering [GO:0043113]; receptor localization to synapse [GO:0097120]; regulation of epidermal growth factor receptor signaling pathway [GO:0042058]; septate junction assembly [GO:0019991]; signal transduction [GO:0007165]; synaptic growth at neuromuscular junction [GO:0051124]	guanylate kinase activity [GO:0004385]	GO:0000132; GO:0001708; GO:0001738; GO:0004385; GO:0005856; GO:0005886; GO:0005918; GO:0005920; GO:0005938; GO:0007165; GO:0007268; GO:0007318; GO:0007391; GO:0007399; GO:0007617; GO:0008049; GO:0008104; GO:0016323; GO:0016327; GO:0016328; GO:0016333; GO:0016334; GO:0016335; GO:0016336; GO:0019991; GO:0030054; GO:0030707; GO:0030714; GO:0031256; GO:0031594; GO:0042058; GO:0042332; GO:0043005; GO:0043113; GO:0043195; GO:0045167; GO:0045175; GO:0045179; GO:0045197; GO:0045202; GO:0045211; GO:0045475; GO:0045571; GO:0045887; GO:0046956; GO:0048149; GO:0048471; GO:0051124; GO:0051294; GO:0060581; GO:0061174; GO:0061176; GO:0061689; GO:0071212; GO:0097120; GO:0098609; GO:0098839
TRINITY_DN5454_c0_g1_i7	5	1	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3259_c5_g1_i2	10	11	2	2	sp	G0SEQ5	NOC1_CHATD	28.2	543	327	16	249	1715	267	800	9.2e-38	160.2	NOC1_CHATD	reviewed	Ribosome biogenesis protein NOC1 (Nucleolar complex protein 1)	NOC1 CTHT_0059330	Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719)	1042	ribosome biogenesis [GO:0042254]	nucleolus [GO:0005730]	nucleolus [GO:0005730]; ribosome biogenesis [GO:0042254]		GO:0005730; GO:0042254
TRINITY_DN13665_c0_g1_i4	0	3	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN29419_c0_g1_i6	11	5	0	2	sp	Q8TE73	DYH5_HUMAN	65.4	283	98	0	1569	2417	1372	1654	7e-108	393.3	DYH5_HUMAN	reviewed	Dynein heavy chain 5, axonemal (Axonemal beta dynein heavy chain 5) (Ciliary dynein heavy chain 5)	DNAH5 DNAHC5 HL1 KIAA1603	Homo sapiens (Human)	4624	cilium assembly [GO:0060271]; cilium movement [GO:0003341]; determination of left/right symmetry [GO:0007368]; epithelial cilium movement involved in extracellular fluid movement [GO:0003351]; flagellated sperm motility [GO:0030317]; heart development [GO:0007507]; lateral ventricle development [GO:0021670]; microtubule-based movement [GO:0007018]; outer dynein arm assembly [GO:0036158]	9+2 motile cilium [GO:0097729]; axoneme [GO:0005930]; cytoplasm [GO:0005737]; dynein complex [GO:0030286]; extracellular region [GO:0005576]; microtubule [GO:0005874]; motile cilium [GO:0031514]; outer dynein arm [GO:0036157]	9+2 motile cilium [GO:0097729]; axoneme [GO:0005930]; cytoplasm [GO:0005737]; dynein complex [GO:0030286]; extracellular region [GO:0005576]; microtubule [GO:0005874]; motile cilium [GO:0031514]; outer dynein arm [GO:0036157]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; cilium assembly [GO:0060271]; cilium movement [GO:0003341]; determination of left/right symmetry [GO:0007368]; epithelial cilium movement involved in extracellular fluid movement [GO:0003351]; flagellated sperm motility [GO:0030317]; heart development [GO:0007507]; lateral ventricle development [GO:0021670]; microtubule-based movement [GO:0007018]; outer dynein arm assembly [GO:0036158]	ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]	GO:0003341; GO:0003351; GO:0005524; GO:0005576; GO:0005737; GO:0005874; GO:0005930; GO:0007018; GO:0007368; GO:0007507; GO:0008569; GO:0021670; GO:0030286; GO:0030317; GO:0031514; GO:0036157; GO:0036158; GO:0045505; GO:0051959; GO:0060271; GO:0097729
TRINITY_DN83943_c0_g1_i17	9	64	0	1	sp	Q99L47	F10A1_MOUSE	50.2	239	115	1	130	834	1	239	2.1e-47	192.2	F10A1_MOUSE	reviewed	Hsc70-interacting protein (Hip) (Protein FAM10A1) (Protein ST13 homolog)	St13 Fam10a1 Hip	Mus musculus (Mouse)	371	chaperone cofactor-dependent protein refolding [GO:0051085]; chaperone-mediated protein folding [GO:0061077]; negative regulation of protein refolding [GO:0061084]; protein-containing complex assembly [GO:0065003]; response to bacterium [GO:0009617]	cytosol [GO:0005829]; protein-containing complex [GO:0032991]	cytosol [GO:0005829]; protein-containing complex [GO:0032991]; chaperone binding [GO:0051087]; dATP binding [GO:0032564]; heat shock protein binding [GO:0031072]; Hsp70 protein binding [GO:0030544]; identical protein binding [GO:0042802]; protein dimerization activity [GO:0046983]; protein domain specific binding [GO:0019904]; protein-containing complex binding [GO:0044877]; unfolded protein binding [GO:0051082]; chaperone cofactor-dependent protein refolding [GO:0051085]; chaperone-mediated protein folding [GO:0061077]; negative regulation of protein refolding [GO:0061084]; protein-containing complex assembly [GO:0065003]; response to bacterium [GO:0009617]	chaperone binding [GO:0051087]; dATP binding [GO:0032564]; heat shock protein binding [GO:0031072]; Hsp70 protein binding [GO:0030544]; identical protein binding [GO:0042802]; protein-containing complex binding [GO:0044877]; protein dimerization activity [GO:0046983]; protein domain specific binding [GO:0019904]; unfolded protein binding [GO:0051082]	GO:0005829; GO:0009617; GO:0019904; GO:0030544; GO:0031072; GO:0032564; GO:0032991; GO:0042802; GO:0044877; GO:0046983; GO:0051082; GO:0051085; GO:0051087; GO:0061077; GO:0061084; GO:0065003
