yourlist:M20200825A94466D2655679D1FD8953E075198DA8554439Y	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
O55137	O55137	ACOT1_MOUSE	reviewed	Acyl-coenzyme A thioesterase 1 (Acyl-CoA thioesterase 1) (EC 3.1.2.-) (CTE-I) (Inducible cytosolic acyl-coenzyme A thioester hydrolase) (Long chain acyl-CoA thioester hydrolase) (Long chain acyl-CoA hydrolase) (Palmitoyl-coenzyme A thioesterase) (EC 3.1.2.2)	Acot1 Cte1	Mus musculus (Mouse)	419
Q5FVR5	Q5FVR5	ACNT2_RAT	reviewed	Acyl-coenzyme A amino acid N-acyltransferase 2 (EC 2.3.1.-)	Acnat2	Rattus norvegicus (Rat)	418
O64642	O64642	URT1_ARATH	reviewed	UTP:RNA uridylyltransferase 1 (EC 2.7.7.52)	URT1 At2g45620 F17K2.15	Arabidopsis thaliana (Mouse-ear cress)	764
Q91790	Q91790	DUS1A_XENLA	reviewed	Dual specificity protein phosphatase 1-A (EC 3.1.3.16) (EC 3.1.3.48) (XCL100) (XCL100-alfa)	dusp1-a	Xenopus laevis (African clawed frog)	369
Q8N511	Q8N511	TM199_HUMAN	reviewed	Transmembrane protein 199	TMEM199 C17orf32	Homo sapiens (Human)	208
O14388	O14388	RL27A_SCHPO	reviewed	60S ribosomal protein L27-A	rpl2701 rpl27a SPBC685.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	136
Q9ZPI1	Q9ZPI1	SYKC_ARATH	reviewed	Lysine--tRNA ligase, cytoplasmic (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS) (Lysyl-tRNA synthetase 1) (AtKRS-1)	At3g11710 T19F11.11	Arabidopsis thaliana (Mouse-ear cress)	626
Q58127	Q58127	Y717_METJA	reviewed	Uncharacterized protein MJ0717	MJ0717	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	119
O94761	O94761	RECQ4_HUMAN	reviewed	ATP-dependent DNA helicase Q4 (EC 3.6.4.12) (DNA helicase, RecQ-like type 4) (RecQ4) (RTS) (RecQ protein-like 4)	RECQL4 RECQ4	Homo sapiens (Human)	1208
Q9P2S5	Q9P2S5	WRP73_HUMAN	reviewed	WD repeat-containing protein WRAP73 (WD repeat-containing protein 8) (WD repeat-containing protein antisense to TP73 gene)	WRAP73 WDR8	Homo sapiens (Human)	460
Q09285	Q09285	AKAP1_CAEEL	reviewed	KH domain-containing protein akap-1	akap-1 C56G2.1	Caenorhabditis elegans	867
Q6P1V8	Q6P1V8	MCM6Z_XENTR	reviewed	Zygotic DNA replication licensing factor mcm6 (EC 3.6.4.12) (Zygotic minichromosome maintenance protein 6) (zMCM6)	zmcm6	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	823
A2AG06	A2AG06	MEIOC_MOUSE	reviewed	Meiosis-specific coiled-coil domain-containing protein MEIOC (Meiosis-specific with coiled-coil domain protein)	Meioc Gm1564	Mus musculus (Mouse)	965
Q58NQ4	Q58NQ4	FOXP1_CHICK	reviewed	Forkhead box protein P1	FOXP1	Gallus gallus (Chicken)	686
P40692	P40692	MLH1_HUMAN	reviewed	DNA mismatch repair protein Mlh1 (MutL protein homolog 1)	MLH1 COCA2	Homo sapiens (Human)	756
A5WUX7	A5WUX7	CL065_DANRE	reviewed	Probable peptide chain release factor C12orf65 homolog, mitochondrial	si:ch211-275j6.5	Danio rerio (Zebrafish) (Brachydanio rerio)	156
Q8CGY8	Q8CGY8	OGT1_MOUSE	reviewed	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	Ogt	Mus musculus (Mouse)	1046
P49915	P49915	GUAA_HUMAN	reviewed	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	GMPS	Homo sapiens (Human)	693
A2ADY9	A2ADY9	DDI2_MOUSE	reviewed	Protein DDI1 homolog 2 (EC 3.4.23.-)	Ddi2	Mus musculus (Mouse)	399
Q6TH22	Q6TH22	DDI2_DANRE	reviewed	Protein DDI1 homolog 2 (EC 3.4.23.-)	ddi2	Danio rerio (Zebrafish) (Brachydanio rerio)	411
Q7ZYA7	Q7ZYA7	DDI2_XENLA	reviewed	Protein DDI1 homolog 2 (EC 3.4.23.-)	ddi2	Xenopus laevis (African clawed frog)	393
Q4FZQ0	Q4FZQ0	YF1BB_XENLA	reviewed	Protein YIF1B-B (YIP1-interacting factor homolog B-B)	yif1b-b	Xenopus laevis (African clawed frog)	300
Q9VCE6	Q9VCE6	MTA70_DROME	reviewed	N6-adenosine-methyltransferase MT-A70-like protein (EC 2.1.1.348) (Inducer of meiosis 4) (Methyltransferase-like 3)	Mettl3 Ime4 CG5933	Drosophila melanogaster (Fruit fly)	608
O42254	O42254	IF2B1_CHICK	reviewed	Insulin-like growth factor 2 mRNA-binding protein 1 (IGF2 mRNA-binding protein 1) (IMP-1) (IGF-II mRNA-binding protein 1) (VICKZ family member 1) (Zip-code binding polypeptide) (Zipcode-binding protein 1) (ZBP-1)	IGF2BP1 VICKZ1 ZBP1	Gallus gallus (Chicken)	576
Q9DBY1	Q9DBY1	SYVN1_MOUSE	reviewed	E3 ubiquitin-protein ligase synoviolin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase synoviolin) (Synovial apoptosis inhibitor 1)	Syvn1 Hrd1 Kiaa1810	Mus musculus (Mouse)	612
Q24522	Q24522	BUN1_DROME	reviewed	Protein bunched, class 1/class 3/D/E isoforms (Protein shortsighted)	bun shs CG42281	Drosophila melanogaster (Fruit fly)	219
Q6PE65	Q6PE65	GPT2L_MOUSE	reviewed	G patch domain-containing protein 2-like	Gpatch2l Kiaa1152	Mus musculus (Mouse)	482
Q4V838	Q4V838	LTV1_XENLA	reviewed	Protein LTV1 homolog	ltv1	Xenopus laevis (African clawed frog)	469
A0A126GUP6	A0A126GUP6	MP1_DROME	reviewed	Melanization protease 1 (EC 3.4.21.-)	MP1 CG1102	Drosophila melanogaster (Fruit fly)	400
P24408	P24408	RAB9A_CANLF	reviewed	Ras-related protein Rab-9A	RAB9A RAB9	Canis lupus familiaris (Dog) (Canis familiaris)	201
E7FCN8	E7FCN8	INTU_DANRE	reviewed	Protein inturned (Inturned planar cell polarity effector homolog)	intu	Danio rerio (Zebrafish) (Brachydanio rerio)	915
Q9ULD6	Q9ULD6	INTU_HUMAN	reviewed	Protein inturned (Inturned planar cell polarity effector homolog) (PDZ domain-containing protein 6)	INTU KIAA1284 PDZD6 PDZK6	Homo sapiens (Human)	942
Q6DG60	Q6DG60	UBE2Z_DANRE	reviewed	Ubiquitin-conjugating enzyme E2 Z (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Z) (Ubiquitin carrier protein Z) (Ubiquitin-protein ligase Z)	ube2z zgc:92419	Danio rerio (Zebrafish) (Brachydanio rerio)	328
Q9UET6	Q9UET6	TRM7_HUMAN	reviewed	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (EC 2.1.1.205) (2'-O-ribose RNA methyltransferase TRM7 homolog) (Protein ftsJ homolog 1)	FTSJ1 JM23	Homo sapiens (Human)	329
Q0II68	Q0II68	ACMSD_BOVIN	reviewed	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45) (Picolinate carboxylase)	ACMSD	Bos taurus (Bovine)	336
Q8R5M5	Q8R5M5	ACMSD_RAT	reviewed	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45) (Picolinate carboxylase)	Acmsd	Rattus norvegicus (Rat)	336
P28340	P28340	DPOD1_HUMAN	reviewed	DNA polymerase delta catalytic subunit (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-) (DNA polymerase subunit delta p125)	POLD1 POLD	Homo sapiens (Human)	1107
P54358	P54358	DPOD1_DROME	reviewed	DNA polymerase delta catalytic subunit (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-)	DNApol-delta DNApolD1 PolD CG5949	Drosophila melanogaster (Fruit fly)	1092
Q2TAW0	Q2TAW0	CNDG2_XENLA	reviewed	Condensin-2 complex subunit G2 (Chromosome-associated protein G2) (Non-SMC condensin II complex subunit G2) (XCAP-G2)	ncapg2	Xenopus laevis (African clawed frog)	1156
P42336	P42336	PK3CA_HUMAN	reviewed	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)	PIK3CA	Homo sapiens (Human)	1068
Q86UP8	Q86UP8	GTD2A_HUMAN	reviewed	General transcription factor II-I repeat domain-containing protein 2A (GTF2I repeat domain-containing protein 2A) (Transcription factor GTF2IRD2-alpha)	GTF2IRD2 GTF2IRD2A	Homo sapiens (Human)	949
Q9DCM0	Q9DCM0	ETHE1_MOUSE	reviewed	Persulfide dioxygenase ETHE1, mitochondrial (EC 1.13.11.18) (Ethylmalonic encephalopathy protein 1 homolog) (Hepatoma subtracted clone one protein) (Sulfur dioxygenase ETHE1)	Ethe1 Hsco	Mus musculus (Mouse)	254
P98155	P98155	VLDLR_HUMAN	reviewed	Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R)	VLDLR	Homo sapiens (Human)	873
Q4R6I1	Q4R6I1	GIN1_MACFA	reviewed	Gypsy retrotransposon integrase-like protein 1 (GIN-1)	GIN1 QtsA-18003	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	522
P0C8Z3	P0C8Z3	UBP22_BOVIN	reviewed	Ubiquitin carboxyl-terminal hydrolase 22 (EC 3.4.19.12) (Deubiquitinating enzyme 22) (Ubiquitin thioesterase 22) (Ubiquitin-specific-processing protease 22)	USP22	Bos taurus (Bovine)	514
Q17IE8	Q17IE8	CDK8_AEDAE	reviewed	Cyclin-dependent kinase 8 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 8) (Mediator complex subunit Cdk8) (Mediator of RNA polymerase II transcription subunit Cdk8)	Cdk8 AAEL002395	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	501
Q96EY1	Q96EY1	DNJA3_HUMAN	reviewed	DnaJ homolog subfamily A member 3, mitochondrial (DnaJ protein Tid-1) (hTid-1) (Hepatocellular carcinoma-associated antigen 57) (Tumorous imaginal discs protein Tid56 homolog)	DNAJA3 HCA57 TID1	Homo sapiens (Human)	480
Q27237	Q27237	TID_DROME	reviewed	Protein tumorous imaginal discs, mitochondrial (Protein lethal(2)tumorous imaginal discs) (TID50) (TID56)	l(2)tid CG5504	Drosophila melanogaster (Fruit fly)	520
Q8IY51	Q8IY51	TIGD4_HUMAN	reviewed	Tigger transposable element-derived protein 4	TIGD4	Homo sapiens (Human)	512
Q6DGW9	Q6DGW9	TMCO1_DANRE	reviewed	Calcium load-activated calcium channel (CLAC channel) (Transmembrane and coiled-coil domain-containing protein 1)	tmco1	Danio rerio (Zebrafish) (Brachydanio rerio)	188
Q66I84	Q66I84	DCC1_DANRE	reviewed	Sister chromatid cohesion protein DCC1 (Defective in sister chromatid cohesion protein 1 homolog)	dscc1 dcc1 zgc:103507	Danio rerio (Zebrafish) (Brachydanio rerio)	391
Q9QX67	Q9QX67	DAP1_RAT	reviewed	Death-associated protein 1 (DAP-1) (Rap7a)	Dap Rap7a	Rattus norvegicus (Rat)	102
Q4VGL6	Q4VGL6	RC3H1_MOUSE	reviewed	Roquin-1 (Roquin) (EC 2.3.2.27) (Protein Sanroque) (RING finger and C3H zinc finger protein 1) (RING finger and CCCH-type zinc finger domain-containing protein 1)	Rc3h1 Gm551 Kiaa2025	Mus musculus (Mouse)	1130
O97484	O97484	H2B_EUPCR	reviewed	Histone H2B	H2B1; H2B2	Euplotes crassus	113
Q0APC5	Q0APC5	ERA_MARMM	reviewed	GTPase Era	era Mmar10_1570	Maricaulis maris (strain MCS10)	314
B5X2B8	B5X2B8	ERAL1_SALSA	reviewed	GTPase Era, mitochondrial (ERA-like protein 1)	eral1	Salmo salar (Atlantic salmon)	457
Q58424	Q58424	SERA_METJA	reviewed	D-3-phosphoglycerate dehydrogenase (PGDH) (EC 1.1.1.95)	serA MJ1018	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	524
Q14185	Q14185	DOCK1_HUMAN	reviewed	Dedicator of cytokinesis protein 1 (180 kDa protein downstream of CRK) (DOCK180)	DOCK1	Homo sapiens (Human)	1865
Q92359	Q92359	YDHE_SCHPO	reviewed	Pumilio domain-containing protein C6G9.14	SPAC6G9.14	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	681
Q09755	Q09755	AROF_SCHPO	reviewed	Putative phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	SPAC24H6.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	368
Q96EQ9	Q96EQ9	PRDM9_MOUSE	reviewed	Histone-lysine N-methyltransferase PRDM9 (Hybrid sterility protein 1) (Meiosis-induced factor containing a PR/SET domain and zinc-finger motif) (PR domain zinc finger protein 9) (PR domain-containing protein 9) (Protein-lysine N-methyltransferase PRDM9) (EC 2.1.1.-) ([histone H3]-lysine36 N-trimethyltransferase PRDM9) (EC 2.1.1.359) ([histone H3]-lysine4 N-trimethyltransferase PRDM9) (EC 2.1.1.354) ([histone H3]-lysine9 N-trimethyltransferase PRDM9) (EC 2.1.1.355) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase PRDM9) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase PRDM9) (EC 2.1.1.361)	Prdm9 Hst1 Meisetz	Mus musculus (Mouse)	843
Q8TC07	Q8TC07	TBC15_HUMAN	reviewed	TBC1 domain family member 15 (GTPase-activating protein RAB7) (GAP for RAB7) (Rab7-GAP)	TBC1D15	Homo sapiens (Human)	691
Q9CXF4	Q9CXF4	TBC15_MOUSE	reviewed	TBC1 domain family member 15 (GTPase-activating protein RAB7) (GAP for RAB7) (Rab7-GAP)	Tbc1d15	Mus musculus (Mouse)	671
P32770	P32770	NRP1_YEAST	reviewed	Asparagine-rich protein (Protein ARP)	NRP1 ARP ARP1 YDL167C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	719
Q92365	Q92365	RL36A_SCHPO	reviewed	60S ribosomal protein L36-A	rpl3601 rpl36 rpl36a SPCC970.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	99
Q60HH5	Q60HH5	ARSL_MACFA	reviewed	Arylsulfatase L (EC 3.1.6.-) (Arylsulfatase E) (ASE)	ARSL ARSE QtrA-14484	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	588
Q5FYA8	Q5FYA8	ARSH_HUMAN	reviewed	Arylsulfatase H (ASH) (EC 3.1.6.-)	ARSH	Homo sapiens (Human)	562
P09671	P09671	SODM_MOUSE	reviewed	Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)	Sod2 Sod-2	Mus musculus (Mouse)	222
O95260	O95260	ATE1_HUMAN	reviewed	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	ATE1	Homo sapiens (Human)	518
Q9Z2A5	Q9Z2A5	ATE1_MOUSE	reviewed	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	Ate1	Mus musculus (Mouse)	516
Q3T168	Q3T168	CYBP_BOVIN	reviewed	Calcyclin-binding protein (CacyBP)	CACYBP	Bos taurus (Bovine)	230
Q6NRG5	Q6NRG5	NDOR1_XENLA	reviewed	NADPH-dependent diflavin oxidoreductase 1 (EC 1.18.1.-) (NADPH-dependent FMN and FAD-containing oxidoreductase)	ndor1	Xenopus laevis (African clawed frog)	600
Q7ZTY7	Q7ZTY7	USE1_DANRE	reviewed	Vesicle transport protein USE1 (USE1-like protein)	use1 use1l zgc:56402	Danio rerio (Zebrafish) (Brachydanio rerio)	258
Q5NVR2	Q5NVR2	MDHM_PONAB	reviewed	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	MDH2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	338
Q5Z8Q9	Q5Z8Q9	PRP2A_ORYSJ	reviewed	Poly [ADP-ribose] polymerase 2-A (PARP-2-A) (EC 2.4.2.30) (NAD(+) ADP-ribosyltransferase 2-A) (ADPRT-2-A) (Poly[ADP-ribose] synthase 2-A) (Protein ADP-ribosyltransferase PARP2) (EC 2.4.2.-)	PARP2-A Os01g0351200 LOC_Os01g24940 B1051E10.55 P0463A02.25	Oryza sativa subsp. japonica (Rice)	660
Q8N0W3	Q8N0W3	FCSK_HUMAN	reviewed	L-fucose kinase (Fucokinase) (EC 2.7.1.52)	FCSK FUK	Homo sapiens (Human)	1084
Q9NRJ7	Q9NRJ7	PCDBG_HUMAN	reviewed	Protocadherin beta-16 (PCDH-beta-16) (Protocadherin-3X)	PCDHB16 KIAA1621 PCDH3X	Homo sapiens (Human)	776
Q9GLR0	Q9GLR0	NEC2_BOVIN	reviewed	Neuroendocrine convertase 2 (NEC 2) (EC 3.4.21.94) (Prohormone convertase 2) (Proprotein convertase 2) (PC2)	PCSK2	Bos taurus (Bovine)	638
Q8BVY0	Q8BVY0	RL1D1_MOUSE	reviewed	Ribosomal L1 domain-containing protein 1	Rsl1d1	Mus musculus (Mouse)	452
D3ZV31	D3ZV31	ZCHC4_RAT	reviewed	rRNA N6-adenosine-methyltransferase ZCCHC4 (EC 2.1.1.-) (Zinc finger CCHC domain-containing protein 4)	Zcchc4	Rattus norvegicus (Rat)	489
Q8BKW4	Q8BKW4	ZCHC4_MOUSE	reviewed	rRNA N6-adenosine-methyltransferase ZCCHC4 (EC 2.1.1.-) (Zinc finger CCHC domain-containing protein 4)	Zcchc4	Mus musculus (Mouse)	512
A0JPQ9	A0JPQ9	CHID1_RAT	reviewed	Chitinase domain-containing protein 1	Chid1	Rattus norvegicus (Rat)	393
Q55FJ6	Q55FJ6	Y8078_DICDI	reviewed	Probable serine/threonine-protein kinase DDB_G0268078 (EC 2.7.11.22)	DDB_G0268078	Dictyostelium discoideum (Slime mold)	507
Q869W6	Q869W6	MYLKG_DICDI	reviewed	Probable myosin light chain kinase DDB_G0275057 (EC 2.7.11.18)	DDB_G0275057	Dictyostelium discoideum (Slime mold)	349
B7Z6K7	B7Z6K7	ZN814_HUMAN	reviewed	Zinc finger protein 814	ZNF814	Homo sapiens (Human)	855
Q21Z00	Q21Z00	RL27_RHOFT	reviewed	50S ribosomal protein L27	rpmA Rfer_1269	Rhodoferax ferrireducens (strain ATCC BAA-621 / DSM 15236 / T118) (Albidiferax ferrireducens)	85
P51946	P51946	CCNH_HUMAN	reviewed	Cyclin-H (MO15-associated protein) (p34) (p37)	CCNH	Homo sapiens (Human)	323
Q9R1A0	Q9R1A0	CCNH_RAT	reviewed	Cyclin-H	Ccnh	Rattus norvegicus (Rat)	323
P49103	P49103	RAB2A_MAIZE	reviewed	Ras-related protein Rab-2-A	RAB2A	Zea mays (Maize)	209
P20791	P20791	RAB8B_DICDI	reviewed	Ras-related protein Rab-8B (GTP-binding protein SAS2)	rab8B sas2 sasB DDB_G0276399	Dictyostelium discoideum (Slime mold)	203
Q92963	Q92963	RIT1_HUMAN	reviewed	GTP-binding protein Rit1 (EC 3.6.5.2) (Ras-like protein expressed in many tissues) (Ras-like without CAAX protein 1)	RIT1 RIBB RIT ROC1	Homo sapiens (Human)	219
O62839	O62839	CATA_PIG	reviewed	Catalase (EC 1.11.1.6)	CAT	Sus scrofa (Pig)	527
A2XCH8	A2XCH8	CKS1_ORYSI	reviewed	Cyclin-dependent kinases regulatory subunit 1	CKS1 OsI_009771	Oryza sativa subsp. indica (Rice)	90
Q92541	Q92541	RTF1_HUMAN	reviewed	RNA polymerase-associated protein RTF1 homolog	RTF1 KIAA0252	Homo sapiens (Human)	710
P30043	P30043	BLVRB_HUMAN	reviewed	Flavin reductase (NADPH) (FR) (EC 1.5.1.30) (Biliverdin reductase B) (BVR-B) (EC 1.3.1.24) (Biliverdin-IX beta-reductase) (Green heme-binding protein) (GHBP) (NADPH-dependent diaphorase) (NADPH-flavin reductase) (FLR)	BLVRB FLR	Homo sapiens (Human)	206
Q9VXK6	Q9VXK6	IF5_DROME	reviewed	Eukaryotic translation initiation factor 5 (eIF-5)	eIF5 CG9177	Drosophila melanogaster (Fruit fly)	464
Q2KN96	Q2KN96	CYTSA_XENTR	reviewed	Cytospin-A (SPECC1-like protein) (Sperm antigen with calponin homology and coiled-coil domains 1-like)	specc1l cytsa	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	1101
Q2KN99	Q2KN99	CYTSA_RAT	reviewed	Cytospin-A (SPECC1-like protein) (Sperm antigen with calponin homology and coiled-coil domains 1-like)	Specc1l Cytsa	Rattus norvegicus (Rat)	1118
A3KPW7	A3KPW7	PTAR1_DANRE	reviewed	Protein prenyltransferase alpha subunit repeat-containing protein 1	ptar1 si:ch211-117c19.3	Danio rerio (Zebrafish) (Brachydanio rerio)	426
Q9BXM7	Q9BXM7	PINK1_HUMAN	reviewed	Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)	PINK1	Homo sapiens (Human)	581
Q5PPN7	Q5PPN7	MITOK_RAT	reviewed	Mitochondrial potassium channel (MITOK) (Coiled-coil domain-containing protein 51)	Ccdc51 Mitok	Rattus norvegicus (Rat)	410
Q9WTP3	Q9WTP3	SPDEF_MOUSE	reviewed	SAM pointed domain-containing Ets transcription factor (Prostate epithelium-specific Ets transcription factor) (Prostate-specific Ets) (Prostate-derived Ets factor)	Spdef Pdef Pse	Mus musculus (Mouse)	325
P82917	P82917	RT18C_BOVIN	reviewed	28S ribosomal protein S18c, mitochondrial (MRP-S18-c) (Mrps18-c) (S18mt-c) (28S ribosomal protein S18-1, mitochondrial) (MRP-S18-1)	MRPS18C	Bos taurus (Bovine)	143
O94889	O94889	KLH18_HUMAN	reviewed	Kelch-like protein 18	KLHL18 KIAA0795 OK/SW-cl.74	Homo sapiens (Human)	574
Q5NVG2	Q5NVG2	DHB11_PONAB	reviewed	Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (Dehydrogenase/reductase SDR family member 8)	HSD17B11 DHRS8	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	300
A5PJJ7	A5PJJ7	S16C6_BOVIN	reviewed	Short-chain dehydrogenase/reductase family 16C member 6 (EC 1.1.1.-)	SDR16C6	Bos taurus (Bovine)	316
Q29L50	Q29L50	SMBT_DROPS	reviewed	Polycomb protein Sfmbt (Scm-like with four MBT domain-containing protein 1)	Sfmbt GA14249	Drosophila pseudoobscura pseudoobscura (Fruit fly)	1274
P0CM23	P0CM23	ARO1_CRYNB	reviewed	Pentafunctional AROM polypeptide [Includes: 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4); 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS); Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10); Shikimate dehydrogenase (EC 1.1.1.25)]	CNBB3730	Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) (Filobasidiella neoformans)	1611
Q9NXG2	Q9NXG2	THUM1_HUMAN	reviewed	THUMP domain-containing protein 1	THUMPD1	Homo sapiens (Human)	353
Q3ZBK1	Q3ZBK1	WDR89_BOVIN	reviewed	WD repeat-containing protein 89	WDR89	Bos taurus (Bovine)	386
O08688	O08688	CAN5_MOUSE	reviewed	Calpain-5 (EC 3.4.22.-) (New calpain 3) (nCL-3)	Capn5 Ncl3	Mus musculus (Mouse)	640
Q9UMQ6	Q9UMQ6	CAN11_HUMAN	reviewed	Calpain-11 (EC 3.4.22.-) (Calcium-activated neutral proteinase 11) (CANP 11)	CAPN11	Homo sapiens (Human)	739
Q06010	Q06010	STE23_YEAST	reviewed	A-factor-processing enzyme (EC 3.4.24.-) (Insulin-degrading enzyme homolog)	STE23 YLR389C L8084.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1027
A4YI89	A4YI89	HPCD_METS5	reviewed	3-hydroxypropionyl-coenzyme A dehydratase (3-hydroxypropionyl-CoA dehydratase) (EC 4.2.1.116)	Msed_2001	Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2)	259
Q962R1	Q962R1	RS18_SPOFR	reviewed	40S ribosomal protein S18	RpS18	Spodoptera frugiperda (Fall armyworm)	152
P57784	P57784	RU2A_MOUSE	reviewed	U2 small nuclear ribonucleoprotein A' (U2 snRNP A')	Snrpa1	Mus musculus (Mouse)	255
Q9H0A8	Q9H0A8	COMD4_HUMAN	reviewed	COMM domain-containing protein 4	COMMD4	Homo sapiens (Human)	199
P63048	P63048	RL40_BOVIN	reviewed	Ubiquitin-60S ribosomal protein L40 (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (CEP52)]	UBA52 UBCEP2	Bos taurus (Bovine)	128
P23026	P23026	PA2BA_PSETE	reviewed	Basic phospholipase A2 textilotoxin A chain (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Pseudonaja textilis (Eastern brown snake)	145
Q8BI69	Q8BI69	ZN784_MOUSE	reviewed	Zinc finger protein 784	Znf784 Zfp784	Mus musculus (Mouse)	297
B9PGU1	B9PGU1	ASNA_TOXGV	reviewed	ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase)	TGVEG_231190	Toxoplasma gondii (strain ATCC 50861 / VEG)	397
Q9D136	Q9D136	OGFD3_MOUSE	reviewed	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 (EC 1.14.11.-)	Ogfod3	Mus musculus (Mouse)	315
Q9JK81	Q9JK81	MYG1_MOUSE	reviewed	MYG1 exonuclease (EC 3.1.-.-) (Protein Gamm1)	Myg1	Mus musculus (Mouse)	380
A9JTP3	A9JTP3	BIRC7_XENTR	reviewed	Baculoviral IAP repeat-containing protein 7 (EC 2.3.2.27) (E3 ubiquitin-protein ligase EIAP) (Embryonic/Egg IAP) (EIAP/XLX) (RING-type E3 ubiquitin transferase BIRC7)	birc7	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	365
A6H769	A6H769	RS7_BOVIN	reviewed	40S ribosomal protein S7	RPS7	Bos taurus (Bovine)	194
Q90YR7	Q90YR7	RS7_ICTPU	reviewed	40S ribosomal protein S7	rps7	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	194
